"site","date","pm2.5"
"earlwood","11/09/2013",3.4
"liverpool","11/09/2013",5.5
"earlwood","12/09/2013",4.4
"richmond","12/09/2013",4
"chullora","12/09/2013",5.5
"liverpool","12/09/2013",6.2
"earlwood","13/09/2013",2.4
"liverpool","13/09/2013",3.4
"chullora","13/09/2013",3.5
"richmond","13/09/2013",2.6
"liverpool","14/09/2013",5.7
"earlwood","14/09/2013",5.1
"richmond","14/09/2013",7.7
"chullora","14/09/2013",5.5
"liverpool","15/09/2013",4.7
"earlwood","15/09/2013",3
"richmond","15/09/2013",7.6
"chullora","15/09/2013",3.8
"chullora","16/09/2013",4.5
"liverpool","16/09/2013",5.1
"richmond","16/09/2013",11
"earlwood","16/09/2013",3.9
"liverpool","17/09/2013",3.9
"chullora","17/09/2013",4.7
"earlwood","17/09/2013",2.9
"richmond","17/09/2013",2.2
"liverpool","18/09/2013",5.4
"richmond","18/09/2013",3.7
"chullora","18/09/2013",4
"earlwood","18/09/2013",4.2
"earlwood","19/09/2013",5.5
"richmond","19/09/2013",3.6
"chullora","19/09/2013",6
"liverpool","19/09/2013",6.9
"liverpool","20/09/2013",5.3
"chullora","20/09/2013",4.6
"earlwood","20/09/2013",4.4
"richmond","20/09/2013",4.8
"richmond","21/09/2013",4.2
"earlwood","21/09/2013",4.3
"liverpool","21/09/2013",5.4
"chullora","21/09/2013",3.3
"richmond","22/09/2013",7.3
"chullora","22/09/2013",5.8
"earlwood","22/09/2013",7.7
"liverpool","22/09/2013",5.7
"richmond","23/09/2013",7.5
"liverpool","23/09/2013",12.2
"chullora","23/09/2013",14.5
"earlwood","23/09/2013",13.3
"liverpool","24/09/2013",12.7
"earlwood","24/09/2013",10.6
"richmond","24/09/2013",8.3
"chullora","24/09/2013",10.8
"richmond","25/09/2013",NA
"liverpool","25/09/2013",5
"chullora","25/09/2013",10.8
"earlwood","25/09/2013",7.5
"liverpool","26/09/2013",NA
"chullora","26/09/2013",11.8
"earlwood","26/09/2013",9.7
"richmond","26/09/2013",5.3
"earlwood","27/09/2013",4.7
"richmond","27/09/2013",4.3
"chullora","27/09/2013",5.5
"liverpool","27/09/2013",7.5
"richmond","28/09/2013",5.8
"liverpool","28/09/2013",7.5
"chullora","28/09/2013",6.3
"earlwood","28/09/2013",7.4
"liverpool","29/09/2013",6.5
"richmond","29/09/2013",5.3
"chullora","29/09/2013",5.2
"earlwood","29/09/2013",5.8
"earlwood","30/09/2013",11.8
"liverpool","30/09/2013",9.7
"richmond","30/09/2013",6.1
"chullora","30/09/2013",10.9
"earlwood","01/10/2013",7.7
"richmond","01/10/2013",6.9
"chullora","01/10/2013",11.1
"liverpool","01/10/2013",15.5
"liverpool","02/10/2013",4.3
"earlwood","02/10/2013",3.9
"chullora","02/10/2013",4.3
"richmond","02/10/2013",3.7
"richmond","03/10/2013",3.5
"liverpool","03/10/2013",4.8
"earlwood","03/10/2013",3.3
"chullora","03/10/2013",4.6
"chullora","04/10/2013",5.2
"liverpool","04/10/2013",5.1
"richmond","04/10/2013",3.3
"earlwood","04/10/2013",3.8
"liverpool","05/10/2013",8.5
"richmond","05/10/2013",5.3
"earlwood","05/10/2013",9.4
"chullora","05/10/2013",8.5
"richmond","06/10/2013",4.5
"liverpool","06/10/2013",5.4
"earlwood","06/10/2013",7.5
"chullora","06/10/2013",6.8
"richmond","07/10/2013",3.7
"chullora","07/10/2013",4.8
"earlwood","07/10/2013",4.7
"liverpool","07/10/2013",5.8
"richmond","08/10/2013",3.6
"liverpool","08/10/2013",6.4
"earlwood","08/10/2013",NA
"chullora","08/10/2013",4.9
"liverpool","09/10/2013",9.4
"earlwood","09/10/2013",7.6
"richmond","09/10/2013",4.4
"chullora","09/10/2013",7.6
"chullora","10/10/2013",6.3
"liverpool","10/10/2013",7.5
"earlwood","10/10/2013",8
"richmond","10/10/2013",5.5
"earlwood","11/10/2013",7.6
"richmond","11/10/2013",9
"chullora","11/10/2013",8.4
"liverpool","11/10/2013",10.4
"earlwood","12/10/2013",10.3
"richmond","12/10/2013",7.1
"chullora","12/10/2013",10.8
"liverpool","12/10/2013",10.5
"liverpool","13/10/2013",13.4
"earlwood","13/10/2013",10.5
"chullora","13/10/2013",12
"richmond","13/10/2013",10.7
"liverpool","14/10/2013",5.9
"richmond","14/10/2013",4.2
"chullora","14/10/2013",5.1
"earlwood","14/10/2013",6.2
"liverpool","15/10/2013",6.3
"earlwood","15/10/2013",4.9
"richmond","15/10/2013",2.7
"chullora","15/10/2013",5.4
"liverpool","16/10/2013",9.1
"richmond","16/10/2013",2.5
"earlwood","16/10/2013",11.3
"chullora","16/10/2013",9.1
"richmond","17/10/2013",16.3
"chullora","17/10/2013",15.1
"liverpool","17/10/2013",8.2
"earlwood","17/10/2013",14
"liverpool","18/10/2013",15.3
"richmond","18/10/2013",25.5
"earlwood","18/10/2013",16.6
"chullora","18/10/2013",16.9
"liverpool","19/10/2013",24.8
"richmond","19/10/2013",19.7
"chullora","19/10/2013",16.4
"earlwood","19/10/2013",15.3
"chullora","20/10/2013",11.6
"earlwood","20/10/2013",9.5
"richmond","20/10/2013",24.5
"liverpool","20/10/2013",15.4
"earlwood","21/10/2013",37.3
"liverpool","21/10/2013",73.8
"richmond","21/10/2013",67.2
"chullora","21/10/2013",49.1
"earlwood","22/10/2013",19.2
"liverpool","22/10/2013",21.1
"chullora","22/10/2013",20
"richmond","22/10/2013",33.6
"liverpool","23/10/2013",16.4
"earlwood","23/10/2013",12.5
"richmond","23/10/2013",27.9
"chullora","23/10/2013",11.7
"earlwood","24/10/2013",4.4
"richmond","24/10/2013",16.3
"chullora","24/10/2013",6.1
"liverpool","24/10/2013",NA
"richmond","25/10/2013",68
"chullora","25/10/2013",15.3
"earlwood","25/10/2013",11.2
"liverpool","25/10/2013",15.2
"richmond","26/10/2013",10.6
"chullora","26/10/2013",7.1
"earlwood","26/10/2013",6.4
"liverpool","26/10/2013",6.8
"earlwood","27/10/2013",15.2
"richmond","27/10/2013",26.2
"liverpool","27/10/2013",18.6
"chullora","27/10/2013",22
"chullora","28/10/2013",9.9
"earlwood","28/10/2013",9.7
"richmond","28/10/2013",26.6
"liverpool","28/10/2013",9.7
"richmond","29/10/2013",NA
"earlwood","29/10/2013",17.4
"chullora","29/10/2013",17.8
"liverpool","29/10/2013",19.5
"liverpool","30/10/2013",5.2
"richmond","30/10/2013",NA
"earlwood","30/10/2013",4.7
"chullora","30/10/2013",6.1
"liverpool","31/10/2013",7.6
"richmond","31/10/2013",8.9
"chullora","31/10/2013",7.6
"earlwood","31/10/2013",6.6
"chullora","01/11/2013",7
"liverpool","01/11/2013",6.1
"earlwood","01/11/2013",6
"richmond","01/11/2013",12.6
"richmond","02/11/2013",16.5
"chullora","02/11/2013",21
"earlwood","02/11/2013",27.6
"liverpool","02/11/2013",19.6
"liverpool","03/11/2013",22.9
"earlwood","03/11/2013",28
"richmond","03/11/2013",26.6
"chullora","03/11/2013",33.3
"liverpool","04/11/2013",6.4
"earlwood","04/11/2013",5.2
"chullora","04/11/2013",5.9
"richmond","04/11/2013",5.3
"liverpool","05/11/2013",4.7
"richmond","05/11/2013",5.2
"chullora","05/11/2013",5.8
"earlwood","05/11/2013",5.3
"earlwood","06/11/2013",5.4
"richmond","06/11/2013",10.9
"chullora","06/11/2013",5.9
"liverpool","06/11/2013",NA
"liverpool","07/11/2013",NA
"richmond","07/11/2013",24.6
"chullora","07/11/2013",17.1
"earlwood","07/11/2013",13.3
"liverpool","08/11/2013",24.3
"chullora","08/11/2013",28.3
"richmond","08/11/2013",26
"earlwood","08/11/2013",27.3
"liverpool","09/11/2013",12.8
"richmond","09/11/2013",10.6
"chullora","09/11/2013",12.2
"earlwood","09/11/2013",12.8
"chullora","10/11/2013",4.7
"richmond","10/11/2013",4
"earlwood","10/11/2013",3.8
"liverpool","10/11/2013",6.4
"liverpool","11/11/2013",1.9
"richmond","11/11/2013",2
"chullora","11/11/2013",4.3
"earlwood","11/11/2013",4.9
"chullora","12/11/2013",3.6
"earlwood","12/11/2013",5.1
"liverpool","12/11/2013",6
"richmond","12/11/2013",2.2
"earlwood","13/11/2013",10.7
"richmond","13/11/2013",5.3
"liverpool","13/11/2013",14
"chullora","13/11/2013",9.5
"richmond","14/11/2013",5.1
"liverpool","14/11/2013",6.4
"earlwood","14/11/2013",5.8
"chullora","14/11/2013",3.9
"liverpool","15/11/2013",4.8
"chullora","15/11/2013",3.9
"earlwood","15/11/2013",4.7
"richmond","15/11/2013",4.9
"liverpool","16/11/2013",3.7
"chullora","16/11/2013",3.7
"earlwood","16/11/2013",2
"richmond","16/11/2013",2.8
"richmond","17/11/2013",1.7
"liverpool","17/11/2013",4.4
"chullora","17/11/2013",3.5
"earlwood","17/11/2013",4.1
"chullora","18/11/2013",3.6
"earlwood","18/11/2013",3
"richmond","18/11/2013",1.6
"liverpool","18/11/2013",4.1
"chullora","19/11/2013",4.4
"liverpool","19/11/2013",2.3
"richmond","19/11/2013",2.9
"earlwood","19/11/2013",4.4
"liverpool","20/11/2013",4.8
"chullora","20/11/2013",6.4
"richmond","20/11/2013",4.2
"earlwood","20/11/2013",6.1
"earlwood","21/11/2013",3.7
"liverpool","21/11/2013",6.1
"chullora","21/11/2013",5.1
"richmond","21/11/2013",5.9
"richmond","22/11/2013",5
"liverpool","22/11/2013",5.9
"chullora","22/11/2013",5
"earlwood","22/11/2013",5.5
"liverpool","23/11/2013",8.5
"richmond","23/11/2013",5.7
"chullora","23/11/2013",8.4
"earlwood","23/11/2013",7.9
"richmond","24/11/2013",6.2
"chullora","24/11/2013",5.1
"earlwood","24/11/2013",7
"liverpool","24/11/2013",8.1
"liverpool","25/11/2013",8.1
"chullora","25/11/2013",6.4
"earlwood","25/11/2013",6.5
"richmond","25/11/2013",5.2
"liverpool","26/11/2013",4.9
"chullora","26/11/2013",6.3
"richmond","26/11/2013",5.6
"earlwood","26/11/2013",5.5
"chullora","27/11/2013",5.9
"richmond","27/11/2013",5.1
"liverpool","27/11/2013",5.8
"earlwood","27/11/2013",5.1
"earlwood","28/11/2013",6.8
"richmond","28/11/2013",7.5
"chullora","28/11/2013",10.2
"liverpool","28/11/2013",9.7
"richmond","29/11/2013",9.9
"earlwood","29/11/2013",11.1
"chullora","29/11/2013",8.7
"liverpool","29/11/2013",8.3
"liverpool","30/11/2013",6.1
"richmond","30/11/2013",5.3
"earlwood","30/11/2013",4.8
"chullora","30/11/2013",4.9
"chullora","01/12/2013",4.3
"liverpool","01/12/2013",5.5
"richmond","01/12/2013",3.4
"earlwood","01/12/2013",3.5
"earlwood","02/12/2013",4.3
"richmond","02/12/2013",3.4
"chullora","02/12/2013",4.1
"liverpool","02/12/2013",3.6
"earlwood","03/12/2013",3.4
"chullora","03/12/2013",5.4
"liverpool","03/12/2013",6.9
"richmond","03/12/2013",3.6
"liverpool","04/12/2013",9.9
"richmond","04/12/2013",5.5
"chullora","04/12/2013",7.5
"earlwood","04/12/2013",6.9
"chullora","05/12/2013",NA
"earlwood","05/12/2013",4.8
"richmond","05/12/2013",5.5
"liverpool","05/12/2013",9.6
"earlwood","06/12/2013",2.4
"richmond","06/12/2013",2
"chullora","06/12/2013",NA
"liverpool","06/12/2013",2.7
"earlwood","07/12/2013",6.8
"liverpool","07/12/2013",5.9
"chullora","07/12/2013",7
"richmond","07/12/2013",5.3
"chullora","08/12/2013",7.5
"liverpool","08/12/2013",7.8
"richmond","08/12/2013",7.4
"earlwood","08/12/2013",7.1
"liverpool","09/12/2013",12.4
"chullora","09/12/2013",13.1
"richmond","09/12/2013",10.2
"earlwood","09/12/2013",11.4
"earlwood","10/12/2013",7.7
"richmond","10/12/2013",5.2
"chullora","10/12/2013",6.7
"liverpool","10/12/2013",11.4
"richmond","11/12/2013",7.1
"liverpool","11/12/2013",11.2
"chullora","11/12/2013",9.6
"earlwood","11/12/2013",8.8
"liverpool","12/12/2013",7.2
"earlwood","12/12/2013",6.3
"chullora","12/12/2013",NA
"richmond","12/12/2013",5
"earlwood","13/12/2013",7.4
"chullora","13/12/2013",NA
"richmond","13/12/2013",9.4
"liverpool","13/12/2013",9
"chullora","14/12/2013",5.8
"earlwood","14/12/2013",5.2
"richmond","14/12/2013",6.3
"liverpool","14/12/2013",6.9
"liverpool","15/12/2013",3.2
"richmond","15/12/2013",3.8
"earlwood","15/12/2013",2.7
"chullora","15/12/2013",3.6
"liverpool","16/12/2013",6.4
"richmond","16/12/2013",4.8
"chullora","16/12/2013",6
"earlwood","16/12/2013",4
"richmond","17/12/2013",5.6
"liverpool","17/12/2013",7.4
"earlwood","17/12/2013",5.3
"chullora","17/12/2013",6.9
"liverpool","18/12/2013",7.7
"earlwood","18/12/2013",4.4
"richmond","18/12/2013",4.5
"chullora","18/12/2013",5
"liverpool","19/12/2013",3.5
"richmond","19/12/2013",4.3
"chullora","19/12/2013",5.3
"earlwood","19/12/2013",4.3
"richmond","20/12/2013",9.7
"liverpool","20/12/2013",11.5
"chullora","20/12/2013",10.3
"earlwood","20/12/2013",8.2
"liverpool","21/12/2013",10.9
"earlwood","21/12/2013",12.4
"richmond","21/12/2013",13.8
"chullora","21/12/2013",12.4
"richmond","22/12/2013",17.3
"liverpool","22/12/2013",13.3
"chullora","22/12/2013",14.8
"earlwood","22/12/2013",14.4
"earlwood","23/12/2013",16.4
"chullora","23/12/2013",14.9
"richmond","23/12/2013",13.1
"liverpool","23/12/2013",16.8
"earlwood","24/12/2013",6.2
"liverpool","24/12/2013",5.9
"richmond","24/12/2013",4.4
"chullora","24/12/2013",5.4
"liverpool","25/12/2013",2.5
"chullora","25/12/2013",3.7
"richmond","25/12/2013",3
"earlwood","25/12/2013",3.3
"earlwood","26/12/2013",2.1
"liverpool","26/12/2013",3.7
"richmond","26/12/2013",2.3
"chullora","26/12/2013",3.3
"liverpool","27/12/2013",4.6
"richmond","27/12/2013",3.9
"chullora","27/12/2013",4.2
"earlwood","27/12/2013",1.8
"earlwood","28/12/2013",3.2
"richmond","28/12/2013",4.5
"liverpool","28/12/2013",2.5
"chullora","28/12/2013",4.1
"liverpool","29/12/2013",12.8
"earlwood","29/12/2013",12.4
"richmond","29/12/2013",9.9
"chullora","29/12/2013",12
"liverpool","30/12/2013",7.1
"richmond","30/12/2013",8.6
"earlwood","30/12/2013",6.3
"chullora","30/12/2013",9.2
"liverpool","31/12/2013",8
"earlwood","31/12/2013",8.1
"richmond","31/12/2013",6.4
"chullora","31/12/2013",8.2
"liverpool","01/01/2014",7.4
"chullora","01/01/2014",7.1
"earlwood","01/01/2014",5.3
"richmond","01/01/2014",7
"earlwood","02/01/2014",12.2
"richmond","02/01/2014",11.4
"liverpool","02/01/2014",16.7
"chullora","02/01/2014",14.2
"earlwood","03/01/2014",9.7
"richmond","03/01/2014",8.9
"liverpool","03/01/2014",9.5
"chullora","03/01/2014",11.1
"richmond","04/01/2014",9
"earlwood","04/01/2014",11.7
"liverpool","04/01/2014",12.5
"chullora","04/01/2014",12.9
"chullora","05/01/2014",9.6
"earlwood","05/01/2014",7.8
"liverpool","05/01/2014",9.6
"richmond","05/01/2014",9
"liverpool","06/01/2014",12.4
"earlwood","06/01/2014",9.6
"chullora","06/01/2014",7.6
"richmond","06/01/2014",4.9
"chullora","07/01/2014",7.6
"liverpool","07/01/2014",6.6
"earlwood","07/01/2014",5.4
"richmond","07/01/2014",5.1
"earlwood","08/01/2014",3.3
"chullora","08/01/2014",4.8
"liverpool","08/01/2014",3.7
"richmond","08/01/2014",4.9
"chullora","09/01/2014",4.4
"liverpool","09/01/2014",3.8
"richmond","09/01/2014",4.8
"earlwood","09/01/2014",3.4
"richmond","10/01/2014",4.7
"chullora","10/01/2014",4.8
"earlwood","10/01/2014",2.7
"liverpool","10/01/2014",4.1
"richmond","11/01/2014",7.1
"earlwood","11/01/2014",6.6
"chullora","11/01/2014",7.9
"liverpool","11/01/2014",6
"chullora","12/01/2014",9.4
"liverpool","12/01/2014",8.4
"earlwood","12/01/2014",6.2
"richmond","12/01/2014",9.3
"chullora","13/01/2014",8.1
"liverpool","13/01/2014",8.4
"richmond","13/01/2014",8.3
"earlwood","13/01/2014",8
"liverpool","14/01/2014",7.8
"earlwood","14/01/2014",5.9
"chullora","14/01/2014",8.5
"richmond","14/01/2014",6.5
"earlwood","15/01/2014",6.8
"richmond","15/01/2014",8.5
"chullora","15/01/2014",8.4
"liverpool","15/01/2014",9
"richmond","16/01/2014",8.1
"earlwood","16/01/2014",7.4
"liverpool","16/01/2014",9.3
"chullora","16/01/2014",8.4
"liverpool","17/01/2014",8
"earlwood","17/01/2014",8.1
"chullora","17/01/2014",8.9
"richmond","17/01/2014",6.5
"liverpool","18/01/2014",6.9
"richmond","18/01/2014",10.5
"chullora","18/01/2014",7.7
"earlwood","18/01/2014",6.4
"earlwood","19/01/2014",10.1
"richmond","19/01/2014",9.7
"chullora","19/01/2014",8.2
"liverpool","19/01/2014",8
"liverpool","20/01/2014",6.9
"richmond","20/01/2014",7.1
"chullora","20/01/2014",6.8
"earlwood","20/01/2014",7.3
"richmond","21/01/2014",3
"liverpool","21/01/2014",4.7
"chullora","21/01/2014",5.5
"earlwood","21/01/2014",6.8
"chullora","22/01/2014",7.1
"liverpool","22/01/2014",8.4
"richmond","22/01/2014",5.9
"earlwood","22/01/2014",7.9
"chullora","23/01/2014",5.7
"earlwood","23/01/2014",4.9
"liverpool","23/01/2014",6.9
"richmond","23/01/2014",2.3
"liverpool","24/01/2014",6.1
"richmond","24/01/2014",3.8
"chullora","24/01/2014",7.2
"earlwood","24/01/2014",8
"chullora","25/01/2014",7.7
"earlwood","25/01/2014",6.3
"richmond","25/01/2014",5.2
"liverpool","25/01/2014",9.1
"liverpool","26/01/2014",8.8
"earlwood","26/01/2014",3.9
"richmond","26/01/2014",4.7
"chullora","26/01/2014",3.5
"liverpool","27/01/2014",4.3
"chullora","27/01/2014",5.2
"richmond","27/01/2014",4.6
"earlwood","27/01/2014",4.4
"earlwood","28/01/2014",3.1
"liverpool","28/01/2014",5.4
"chullora","28/01/2014",6.7
"richmond","28/01/2014",4.4
"earlwood","29/01/2014",5.2
"richmond","29/01/2014",4.8
"liverpool","29/01/2014",6.5
"chullora","29/01/2014",8.1
"liverpool","30/01/2014",6.8
"earlwood","30/01/2014",4.9
"richmond","30/01/2014",5.4
"chullora","30/01/2014",6.8
"richmond","31/01/2014",3.8
"chullora","31/01/2014",6.7
"earlwood","31/01/2014",6.1
"liverpool","31/01/2014",8
"liverpool","01/02/2014",9.8
"chullora","01/02/2014",9.2
"earlwood","01/02/2014",9.5
"richmond","01/02/2014",12.7
"richmond","02/02/2014",5.7
"liverpool","02/02/2014",5.8
"earlwood","02/02/2014",3.8
"chullora","02/02/2014",3.8
"liverpool","03/02/2014",6.7
"richmond","03/02/2014",5.5
"chullora","03/02/2014",4.5
"earlwood","03/02/2014",5.3
"chullora","04/02/2014",8.4
"liverpool","04/02/2014",10.8
"earlwood","04/02/2014",7.9
"richmond","04/02/2014",6.9
"liverpool","05/02/2014",4.2
"richmond","05/02/2014",5.1
"earlwood","05/02/2014",3.6
"chullora","05/02/2014",5.8
"liverpool","06/02/2014",3.6
"earlwood","06/02/2014",3.3
"richmond","06/02/2014",1.8
"chullora","06/02/2014",4.9
"liverpool","07/02/2014",NA
"richmond","07/02/2014",4.3
"chullora","07/02/2014",4.7
"earlwood","07/02/2014",6.6
"earlwood","08/02/2014",3
"liverpool","08/02/2014",6.5
"richmond","08/02/2014",4.9
"chullora","08/02/2014",5.2
"earlwood","09/02/2014",4.5
"liverpool","09/02/2014",5.7
"chullora","09/02/2014",4.1
"richmond","09/02/2014",5.1
"earlwood","10/02/2014",10.1
"liverpool","10/02/2014",10.4
"richmond","10/02/2014",8.6
"chullora","10/02/2014",9.9
"earlwood","11/02/2014",10.9
"richmond","11/02/2014",11.1
"liverpool","11/02/2014",11.9
"chullora","11/02/2014",14.3
"earlwood","12/02/2014",13.6
"richmond","12/02/2014",9.5
"chullora","12/02/2014",16.5
"liverpool","12/02/2014",15
"liverpool","13/02/2014",13.3
"chullora","13/02/2014",12.4
"richmond","13/02/2014",12.3
"earlwood","13/02/2014",10.4
"liverpool","14/02/2014",11.1
"earlwood","14/02/2014",8.1
"richmond","14/02/2014",12.1
"chullora","14/02/2014",9.3
"richmond","15/02/2014",7.8
"earlwood","15/02/2014",10.2
"chullora","15/02/2014",10.2
"liverpool","15/02/2014",8.6
"richmond","16/02/2014",13.8
"liverpool","16/02/2014",13.1
"chullora","16/02/2014",12.6
"earlwood","16/02/2014",13.4
"liverpool","17/02/2014",5
"richmond","17/02/2014",4.1
"chullora","17/02/2014",5.9
"earlwood","17/02/2014",4.6
"chullora","18/02/2014",7
"earlwood","18/02/2014",5.9
"liverpool","18/02/2014",6
"richmond","18/02/2014",4.2
"richmond","19/02/2014",7.6
"liverpool","19/02/2014",9.6
"earlwood","19/02/2014",9
"chullora","19/02/2014",9.6
"chullora","20/02/2014",6.2
"earlwood","20/02/2014",6.1
"liverpool","20/02/2014",10.8
"richmond","20/02/2014",3.5
"richmond","21/02/2014",5.9
"liverpool","21/02/2014",11
"chullora","21/02/2014",NA
"earlwood","21/02/2014",5.8
"chullora","22/02/2014",NA
"earlwood","22/02/2014",12.5
"richmond","22/02/2014",9.7
"liverpool","22/02/2014",11.3
"liverpool","23/02/2014",10.3
"earlwood","23/02/2014",8.7
"richmond","23/02/2014",8.3
"chullora","23/02/2014",NA
"chullora","24/02/2014",NA
"earlwood","24/02/2014",5.3
"richmond","24/02/2014",5.8
"liverpool","24/02/2014",5
"liverpool","25/02/2014",5.5
"earlwood","25/02/2014",4.9
"richmond","25/02/2014",7.7
"chullora","25/02/2014",NA
"richmond","26/02/2014",5.6
"chullora","26/02/2014",5.9
"earlwood","26/02/2014",6.5
"liverpool","26/02/2014",7.1
"richmond","27/02/2014",4.5
"liverpool","27/02/2014",6.2
"chullora","27/02/2014",7.7
"earlwood","27/02/2014",6.3
"liverpool","28/02/2014",5.6
"earlwood","28/02/2014",5
"chullora","28/02/2014",6.8
"richmond","28/02/2014",3.4
"earlwood","01/03/2014",4
"liverpool","01/03/2014",2.9
"chullora","01/03/2014",3.4
"richmond","01/03/2014",2.9
"richmond","02/03/2014",2.2
"chullora","02/03/2014",3.1
"earlwood","02/03/2014",2.8
"liverpool","02/03/2014",2.7
"chullora","03/03/2014",3.1
"richmond","03/03/2014",4.8
"earlwood","03/03/2014",1.6
"liverpool","03/03/2014",5.3
"liverpool","04/03/2014",3.9
"chullora","04/03/2014",4.7
"earlwood","04/03/2014",2.9
"richmond","04/03/2014",3.2
"liverpool","05/03/2014",8
"richmond","05/03/2014",2.8
"chullora","05/03/2014",8
"earlwood","05/03/2014",8.2
"liverpool","06/03/2014",9.9
"richmond","06/03/2014",7.9
"chullora","06/03/2014",9.3
"earlwood","06/03/2014",8.8
"liverpool","07/03/2014",10.5
"earlwood","07/03/2014",8.4
"chullora","07/03/2014",12.2
"richmond","07/03/2014",8.3
"liverpool","08/03/2014",7
"richmond","08/03/2014",4.1
"chullora","08/03/2014",5.6
"earlwood","08/03/2014",2.6
"earlwood","09/03/2014",3.6
"richmond","09/03/2014",2.4
"chullora","09/03/2014",3.6
"liverpool","09/03/2014",5.8
"liverpool","10/03/2014",5.7
"richmond","10/03/2014",4.1
"chullora","10/03/2014",5.1
"earlwood","10/03/2014",3.7
"earlwood","11/03/2014",4.9
"liverpool","11/03/2014",7.3
"chullora","11/03/2014",5.8
"richmond","11/03/2014",3.6
"liverpool","12/03/2014",4.5
"richmond","12/03/2014",4.1
"chullora","12/03/2014",5.8
"earlwood","12/03/2014",6.5
"earlwood","13/03/2014",4.2
"liverpool","13/03/2014",5.5
"chullora","13/03/2014",6
